position,title
Q1711695,Member of the Scottish Parliament
Q30580541,Member of the 1st Scottish Parliament
Q30580542,Member of the 2nd Scottish Parliament
Q30580544,Member of the 3rd Scottish Parliament
Q30580545,Member of the 4th Scottish Parliament
Q30580546,Member of the 5th Scottish Parliament
Q106762836,Member of the 6th Scottish Parliament
