item,itemLabel,itemDescription,inception,abolition,partOf,partOfLabel,partStart,partEnd,isa,isaLabel,ministry,ministryLabel
Q30763620,Cabinet Secretary for the Rural Economy and Connectivity,Scottish Cabinet position,2016-05-18T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q30768793,Chief Whip and Government Business Manager,Scottish Cabinet position,1999-05-17T00:00:00Z,1999-06-12T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q1307072,Chief Whip,,
Q5261035,Deputy First Minister of Scotland,professional position in Scotland,1999-01-01T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q1362216,First Minister of Scotland,position,1999-05-07T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q14212,prime minister,,
Q1807003,Lord Advocate,chief legal officer of the Scottish Government,1483-01-01T00:00:00Z,,Q32859621,Cabinet of Scotland,1999-05-17T00:00:00Z,,,,,
Q6865811,"Minister for Business, Energy and Tourism",portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q15722501,tourism minister,,
Q6865811,"Minister for Business, Energy and Tourism",portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q15722501,tourism minister,,
Q30767816,Minister for Children and Education,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,2000-10-11T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q4018482,education minister,,
Q25395293,Minister for Children and Young People,Scottish government position,,,Q32521,Scottish Government,,,Q26204040,deputy minister,,
Q30868809,Minister for Communities,Historic Scottish Cabinet position,2003-05-20T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q6865773,Minister for Community Safety and Legal Affairs,portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q83307,minister,,
Q6865773,Minister for Community Safety and Legal Affairs,portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q30893554,Minister for Culture and External Affairs,Junior minister in the Scottish government,,,,,,,Q26204040,deputy minister,,
Q30864563,Minister for Culture and Sport,Historic Scottish Cabinet position,2001-11-22T00:00:00Z,2003-05-20T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q2621182,minister of culture,,
Q30864563,Minister for Culture and Sport,Historic Scottish Cabinet position,2001-11-22T00:00:00Z,2003-05-20T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q7579929,sports minister,,
Q104418179,Minister for Drugs Policy,portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q26204040,deputy minister,,
Q30864059,Minister for Education and Young People,Historic Scottish Cabinet position,2001-11-22T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q4018482,education minister,,
Q30775634,"Minister for Education, Europe and External Affairs",Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-11-08T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q4018482,education minister,,
Q20042662,Minister for Employability and Training,portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q20042662,Minister for Employability and Training,portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q83307,minister,,
Q6865814,Minister for Enterprise and Lifelong Learning,Scottish cabinet position,1990-01-01T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q10535314,enterprise minister,,
Q6865814,Minister for Enterprise and Lifelong Learning,Scottish cabinet position,1990-01-01T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q4018482,education minister,,
Q30864358,"Minister for Enterprise, Transport and Lifelong Learning",Historic Scottish Cabinet position,2001-11-22T00:00:00Z,2003-05-20T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q10535314,enterprise minister,,
Q30864358,"Minister for Enterprise, Transport and Lifelong Learning",Historic Scottish Cabinet position,2001-11-22T00:00:00Z,2003-05-20T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30864358,"Minister for Enterprise, Transport and Lifelong Learning",Historic Scottish Cabinet position,2001-11-22T00:00:00Z,2003-05-20T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q4018482,education minister,,
Q30777876,Minister for Environment and Rural Development,Historic Scottish Cabinet position,2001-03-01T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q10540834,agriculture minister,,
Q30777876,Minister for Environment and Rural Development,Historic Scottish Cabinet position,2001-03-01T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q4574084,environment minister,,
Q6865818,"Minister for Environment, Climate Change and Land Reform",portfolio in the Scottish Government,2014-11-21T00:00:00Z,2016-05-18T00:00:00Z,Q32521,Scottish Government,,,Q26204040,deputy minister,,
Q30776055,"Minister for Environment, Sport and Culture",Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-03-01T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q2621182,minister of culture,,
Q30776055,"Minister for Environment, Sport and Culture",Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-03-01T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q4574084,environment minister,,
Q30776055,"Minister for Environment, Sport and Culture",Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-03-01T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q7579929,sports minister,,
Q6865820,Minister for Europe and International Development,portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q26204040,deputy minister,,
Q30768476,Minister for Finance,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q7614320,finance minister,,
Q30776391,Minister for Finance and Local Government,Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-11-08T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q30776554,local government minister,,
Q30776391,Minister for Finance and Local Government,Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-11-08T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q7614320,finance minister,,
Q30878519,Minister for Finance and Public Service Reform,Historic Scottish Cabinet position,2004-10-04T00:00:00Z,2007-05-16T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q7614320,finance minister,,
Q30864809,Minister for Finance and Public Services,Historic Scottish Cabinet position,2001-11-22T00:00:00Z,2004-10-04T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q7614320,finance minister,,
Q6865911,"Minister for Further Education, Higher Education and Science",portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q4018482,education minister,,
Q6865911,"Minister for Further Education, Higher Education and Science",portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q4018482,education minister,,
Q6865911,"Minister for Further Education, Higher Education and Science",portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q83307,minister,,
Q6865911,"Minister for Further Education, Higher Education and Science",portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q485494,Minister for Gaelic,,1997-05-01T00:00:00Z,2016-05-18T00:00:00Z,,,,,Q26204040,deputy minister,,
Q108418171,"Minister for Green Skills, Circular Economy and Biodiversity",,,,Q32521,Scottish Government,,,Q2632935,minister of state,,
Q30768665,Minister for Health and Community Care,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,2007-05-16T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q3273722,health minister,,
Q30881862,Minister for Housing and Transport,Historic Scottish Cabinet position,2011-05-19T00:00:00Z,2012-09-05T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q10433493,housing minister,,
Q30881862,Minister for Housing and Transport,Historic Scottish Cabinet position,2011-05-19T00:00:00Z,2012-09-05T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q6865870,Minister for Housing and Welfare,portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q10433493,housing minister,,
Q6865870,Minister for Housing and Welfare,portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q10433493,housing minister,,
Q30770915,Minister for Justice,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,2007-05-16T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q17763739,justice minister,,
Q6865919,Minister for Local Government and Community Empowerment,portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q30776554,local government minister,,
Q6865919,Minister for Local Government and Community Empowerment,portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q30776554,local government minister,,
Q30777136,Minister for Parliament,Historic Scottish Cabinet position,1999-06-12T00:00:00Z,2001-11-27T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q16933965,Minister for Parliamentary Business,portfolio in the Scottish Government,2001-11-27T00:00:00Z,2007-05-17T00:00:00Z,Q32521,Scottish Government,,,Q83307,minister,,
Q16933965,Minister for Parliamentary Business,portfolio in the Scottish Government,2001-11-27T00:00:00Z,2007-05-17T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q6865944,Minister for Public Health,Scottish minister,,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q6865944,Minister for Public Health,Scottish minister,,,Q32521,Scottish Government,,,Q83307,minister,,
Q30769027,Minister for Rural Affairs,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,2000-10-11T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q10540834,agriculture minister,,
Q30777441,Minister for Rural Development,Historic Scottish Cabinet position,2000-10-27T00:00:00Z,2001-03-01T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q10540834,agriculture minister,,
Q30768016,"Minister for Social Inclusion, Local Government and Housing",Historic Scottish Cabinet position,1999-05-17T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q10433493,housing minister,,
Q30779962,Minister for Social Justice,Historic Scottish Cabinet position,2000-10-27T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q18760239,"Minister for Sport, Health Improvement and Mental Health",portfolio in the Scottish Government,,,Q32521,Scottish Government,,,Q83307,minister,,
Q18760239,"Minister for Sport, Health Improvement and Mental Health",portfolio in the Scottish Government,,,Q32859621,Cabinet of Scotland,,,Q83307,minister,,
Q30868914,"Minister for Tourism, Culture and Sport",Historic Scottish Cabinet position,2003-05-20T00:00:00Z,2007-02-19T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q15722501,tourism minister,,
Q30868914,"Minister for Tourism, Culture and Sport",Historic Scottish Cabinet position,2003-05-20T00:00:00Z,2007-02-19T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q2621182,minister of culture,,
Q30868914,"Minister for Tourism, Culture and Sport",Historic Scottish Cabinet position,2003-05-20T00:00:00Z,2007-02-19T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q7579929,sports minister,,
Q30869200,Minister for Transport,Historic Scottish junior minister position,2006-01-30T00:00:00Z,2007-05-17T00:00:00Z,Q32521,Scottish Government,,,Q12339722,transport minister,,
Q30869200,Minister for Transport,Historic Scottish junior minister position,2006-01-30T00:00:00Z,2007-05-17T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30881781,Minister for Transport and Infrastructure,Historic Scottish Cabinet position,2010-12-11T00:00:00Z,2011-05-19T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30881993,Minister for Transport and Islands,Historic Scottish Cabinet position,2014-11-21T00:00:00Z,2016-05-18T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30778783,Minister for Transport and Planning,Historic Scottish Cabinet position,2001-03-01T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30778119,Minister for Transport and Telecommunications,Historic Scottish Cabinet position (2000-2001),2000-10-27T00:00:00Z,2001-03-01T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30778119,Minister for Transport and Telecommunications,Historic Scottish Cabinet position (2000-2001),2000-10-27T00:00:00Z,2001-03-01T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q30778264,communications minister,,
Q30869794,Minister for Transport and Telecommunications,Historic Scottish Cabinet position (2003-2006),2003-05-20T00:00:00Z,2006-01-29T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30869794,Minister for Transport and Telecommunications,Historic Scottish Cabinet position (2003-2006),2003-05-20T00:00:00Z,2006-01-29T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q30778264,communications minister,,
Q6865983,Minister for Transport and Veterans,portfolio in the Scottish Government,2012-09-05T00:00:00Z,2014-11-21T00:00:00Z,Q32521,Scottish Government,,,Q12339722,transport minister,,
Q6865983,Minister for Transport and Veterans,portfolio in the Scottish Government,2012-09-05T00:00:00Z,2014-11-21T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30769264,Minister for Transport and the Environment,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30769264,Minister for Transport and the Environment,Historic Scottish Cabinet position,1999-05-17T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q4574084,environment minister,,
Q30882171,Minister for Transport and the Islands,Scottish Cabinet position,2016-05-18T00:00:00Z,,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q30881687,"Minister for Transport, Infrastructure and Climate Change",Historic Scottish Cabinet position,2007-05-17T00:00:00Z,2010-12-11T00:00:00Z,Q32859621,Cabinet of Scotland,,,Q12339722,transport minister,,
Q28224782,Minister for UK Negotiations on Scotland's Place in Europe,,2016-08-26T00:00:00Z,,,,,,Q26204040,deputy minister,,
Q30912671,Minister for Youth Employment,Junior minister in the Scottish government,,,Q32521,Scottish Government,,,Q26204040,deputy minister,,
Q108418172,"Minister for Zero Carbon Buildings, Active Travel and Tenants’ Rights",,,,Q32521,Scottish Government,,,Q2632935,minister of state,,
